A1BG	A1bg
NOS3	Nos3
NOSIP	Nosip
NOSTRIN	Nostrin
NOTCH1	Notch1
NOTCH2	Notch2
NOTCH3	Notch3
NOTCH4	Notch4
NOTO	Noto
NOTUM	Notum
NOV	Nov
NOVA1	Nova1
NOVA2	Nova2
NOX1	Nox1
NOX3	Nox3
NOX4	Nox4
NOXA1	Noxa1
NOXO1	Noxo1
NPAS1	Npas1
NPAS2	Npas2
NPAS3	Npas3
NPAS4	Npas4
NPAT	Npat
NPB	Npb
NPBWR1	Npbwr1
NPC1	Npc1
NPC1L1	Npc1l1
NPC2	Npc2
NPDC1	Npdc1
NPEPL1	Npepl1
NPFF	Npff
NPFFR1	Npffr1
NPFFR2	Npffr2
NPHP1	Nphp1
NPHP3	Nphp3
NPHP4	Nphp4
NPHS1	Nphs1
NPHS2	Nphs2
NPL	Npl
NPLOC4	Nploc4
NPM2	Npm2
NPM3	Npm3
NPNT	Npnt
NPPA	Nppa
NPPB	Nppb
NPPC	Nppc
NPR1	Npr1
NPR2	Npr2
NPR3	Npr3
NPRL2	Nprl2
NPRL3	Nprl3
NPS	Nps
NPSR1	Npsr1
NPTN	Nptn
NPTX1	Nptx1
NPTX2	Nptx2
NPTXR	Nptxr
NPVF	Npvf
NPW	Npw
NPY	Npy
NPY1R	Npy1r
NPY2R	Npy2r
NPY5R	Npy5r
NQO1	Nqo1
NQO2	Nqo2
NR0B1	Nr0b1
NR0B2	Nr0b2
NR1D1	Nr1d1
NR1D2	Nr1d2
NR1H2	Nr1h2
NR1H3	Nr1h3
NR1I2	Nr1i2
NR1I3	Nr1i3
NR2C1	Nr2c1
NR2C2	Nr2c2
NR2C2AP	Nr2c2ap
NR2E1	Nr2e1
NR2E3	Nr2e3
NR2F1	Nr2f1
NR2F2	Nr2f2
NR2F6	Nr2f6
NR3C1	Nr3c1
NR3C2	Nr3c2
NR4A1	Nr4a1
NR4A2	Nr4a2
NR4A3	Nr4a3
NR5A1	Nr5a1
NR5A2	Nr5a2
NR6A1	Nr6a1
NRAP	Nrap
NRARP	Nrarp
NRAS	Nras
NRBF2	Nrbf2
NRBP1	Nrbp1
NRBP2	Nrbp2
NRCAM	Nrcam
NRD1	Nrd1
NRF1	Nrf1
NRG1	Nrg1
NRG2	Nrg2
NRG3	Nrg3
NRG4	Nrg4
NRGN	Nrgn
NRIP1	Nrip1
NRIP2	Nrip2
NRIP3	Nrip3
NRK	Nrk
NRL	Nrl
NRM	Nrm
NRN1	Nrn1
NRN1L	Nrn1l
NRP1	Nrp1
NRP2	Nrp2
NRSN1	Nrsn1
NRSN2	Nrsn2
NRTN	Nrtn
NRXN1	Nrxn1
NRXN2	Nrxn2
NRXN3	Nrxn3
NSA2	Nsa2
NSD1	Nsd1
NSDHL	Nsdhl
NSF	Nsf
NSFL1C	Nsfl1c
NSL1	Nsl1
NSMAF	Nsmaf
NSMCE1	Nsmce1
NSMCE2	Nsmce2
NSMCE4A	Nsmce4a
NSUN2	Nsun2
NSUN3	Nsun3
NSUN4	Nsun4
NSUN5	Nsun5
NSUN6	Nsun6
NSUN7	Nsun7
NT5C	Nt5c
NT5C1A	Nt5c1a
NT5DC1	Nt5dc1
NT5DC2	Nt5dc2
NT5DC3	Nt5dc3
NT5E	Nt5e
NT5M	Nt5m
NTAN1	Ntan1
NTF3	Ntf3
NTHL1	Nthl1
NTM	Ntm
NTN1	Ntn1
NTN3	Ntn3
NTN4	Ntn4
NTN5	Ntn5
NTNG1	Ntng1
NTNG2	Ntng2
NTRK1	Ntrk1
NTRK2	Ntrk2
NTRK3	Ntrk3
NTS	Nts
NTSR1	Ntsr1
NTSR2	Ntsr2
NUAK1	Nuak1
NUAK2	Nuak2
NUB1	Nub1
NUBP1	Nubp1
NUBP2	Nubp2
NUBPL	Nubpl
NUCB1	Nucb1
NUCB2	Nucb2
NUCKS1	Nucks1
NUDC	Nudc
NUDCD1	Nudcd1
NUDCD2	Nudcd2
NUDCD3	Nudcd3
NUDT1	Nudt1
NUDT12	Nudt12
NUDT13	Nudt13
NUDT14	Nudt14
NUDT16L1	Nudt16l1
NUDT17	Nudt17
NUDT18	Nudt18
NUDT19	Nudt19
NUDT2	Nudt2
NUDT21	Nudt21
NUDT22	Nudt22
NUDT3	Nudt3
NUDT4	Nudt4
NUDT5	Nudt5
NUDT6	Nudt6
NUDT7	Nudt7
NUDT8	Nudt8
NUDT9	Nudt9
NUF2	Nuf2
NUFIP1	Nufip1
NUFIP2	Nufip2
NUMA1	Numa1
NUMB	Numb
NUMBL	Numbl
NUP107	Nup107
NUP133	Nup133
NUP153	Nup153
NUP155	Nup155
NUP160	Nup160
NUP188	Nup188
NUP205	Nup205
NUP210	Nup210
NUP210L	Nup210l
NUP214	Nup214
NUP37	Nup37
NUP43	Nup43
NUP54	Nup54
NUP62	Nup62
NUP62CL	Nup62cl
NUP85	Nup85
NUP88	Nup88
NUP93	Nup93
NUP98	Nup98
NUPL1	Nupl1
NUPL2	Nupl2
NUPR1	Nupr1
NUS1	Nus1
NUSAP1	Nusap1
NVL	Nvl
NWD1	Nwd1
NXF1	Nxf1
NXF3	Nxf3
NXN	Nxn
NXNL1	Nxnl1
NXNL2	Nxnl2
NXPH1	Nxph1
NXPH2	Nxph2
NXPH3	Nxph3
NXPH4	Nxph4
NXT1	Nxt1
NXT2	Nxt2
NYNRIN	Nynrin
NYX	Nyx
OAF	Oaf
OAS2	Oas2
OAS3	Oas3
OASL	Oasl1
OAT	Oat
OAZ1	Oaz1
OAZ2	Oaz3
OBFC1	Obfc1
OC90	Hhla1
OCA2	Oca2
OCEL1	Ocel1
OCIAD1	Ociad1
OCIAD2	Ociad2
OCLN	Ocln
OCRL	Ocrl
ODAM	Odam
ODC1	Odc1
ODF1	Odf1
ODF2	Odf2
ODF2L	Odf2l
ODF3	Odf3
ODF3B	Odf3b
ODF3L1	Odf3l1
ODF3L2	Odf3l2
ODF4	Odf4
ODZ2	Odz2
ODZ4	Odz4
OFD1	Ofd1
OGDH	Ogdh
OGDHL	Ogdhl
OGFOD1	Ogfod1
OGFOD2	Ogfod2
OGFR	Ogfr
OGFRL1	Ogfrl1
OGG1	Ogg1
OGN	Ogn
OGT	Ogt
OIP5	Oip5
OIT3	Oit3
OLA1	Ola1
OLAH	Olah
OLFM2	Olfm2
OLFM3	Olfm3
OLFM4	Olfm4
OLFML1	Olfml1
OLFML2A	Olfml2a
OLFML2B	Olfml2b
OLFML3	Olfml3
OLIG1	Olig1
OLIG2	Olig2
OLIG3	Olig3
OLR1	Olr1
OMA1	Oma1
OMD	Omd
OMG	Omg
OMP	Omp
ONECUT1	Onecut1
ONECUT2	Onecut2
ONECUT3	Onecut3
OPA1	Opa1
OPA3	Opa3
OPALIN	Opalin
OPCML	Opcml
OPHN1	Ophn1
OPLAH	Oplah
OPN1LW	Opn1mw
OPN1SW	Opn1sw
OPN3	Opn3
OPN4	Opn4
OPN5	Opn5
OPRD1	Oprd1
OPRK1	Oprk1
OPRL1	Oprl1
OPRM1	Oprm1
OPTC	Optc
OPTN	Optn
OR10A4	Olfr17
OR10A7	Olfr1349
OR10C1	Olfr95
OR10D3	Olfr958
OR10J1	Olfr418-ps1
OR10J5	Olfr16
OR10P1	Olfr796
OR10S1	Olfr982
OR10V1	Olfr1420
OR10W1	Olfr1490
OR10Z1	Olfr419
OR11H6	Olfr745
OR11L1	Olfr323
OR12D3	Olfr109
OR13A1	Olfr211
OR13C8	Olfr272
OR13D1	Olfr270
OR13F1	Olfr275
OR13G1	Olfr309
OR13H1	Olfr1325
OR13J1	Olfr71
OR14J1	Olfr125
OR1B1	Olfr362
OR1C1	Olfr1366
OR1D2	Olfr412
OR1F1	Olfr161
OR1G1	Olfr1324
OR1I1	Olfr1357
OR1J1	Olfr3
OR1L8	Olfr355
OR1M1	Olfr24
OR1N2	Olfr354
OR1Q1	Olfr357
OR2A2	Olfr437
OR2A25	Olfr447
OR2A5	Olfr448
OR2B11	Olfr222
OR2B6	Olfr11
OR2C1	Olfr15
OR2K2	Olfr267
OR2T1	Olfr31
OR2T6	Olfr720
OR2V1	Olfr56
OR2V2	Olfr1396
OR4A15	Olfr1234
OR4A47	Olfr1256
OR4C3	Olfr1264
OR4D1	Olfr464
OR4D11	Olfr1423
OR4D5	Olfr984
OR4D6	Olfr1428
OR4D9	Olfr1427
OR4E2	Olfr1509
OR4F15	Olfr1309
OR4F6	Olfr1310
OR4K1	Olfr728
OR4K2	Olfr730
OR4K5	Olfr729
OR4N5	Olfr722
OR4Q3	Olfr735
OR4S2	Olfr1193
OR51A7	Olfr576
OR51D1	Olfr557
OR51E1	Olfr558
OR51E2	Olfr78
OR51F2	Olfr568
OR51G1	Olfr578
OR51G2	Olfr577
OR51I1	Olfr640
OR51I2	Olfr641
OR51M1	Olfr631
OR51S1	Olfr571
OR51T1	Olfr574
OR52B2	Olfr691
OR52D1	Olfr646
OR52E2	Olfr589
OR52E4	Olfr677
OR52J3	Olfr592
OR52M1	Olfr554
OR52N5	Olfr669
OR52W1	Olfr692
OR5A1	Olfr76
OR5AP2	Olfr1020
OR5AR1	Olfr1019
OR5AS1	Olfr1111
OR5AU1	Olfr221
OR5B21	Olfr1444
OR5C1	Olfr368
OR5D16	Olfr1155
OR5F1	Olfr1323
OR5I1	Olfr152
OR5J2	Olfr1052
OR5M8	Olfr1031
OR6A2	Olfr2
OR6B1	Olfr449
OR6C2	Olfr791
OR6C3	Olfr788
OR6C65	Olfr808
OR6C74	Olfr821
OR6C75	Olfr790
OR6F1	Olfr308
OR6K2	Olfr420
OR6K6	Olfr231
OR6N1	Olfr429
OR6N2	Olfr430
OR6P1	Olfr414
OR6Q1	Olfr303
OR6S1	Olfr750
OR6X1	Olfr986
OR6Y1	Olfr220
OR7C1	Olfr371
OR7C2	Olfr1356
OR7D4	Olfr39
OR8A1	Olfr151
OR8B12	Olfr877
OR8B4	Olfr878
OR8B8	Olfr145
OR8D4	Olfr985
OR8I2	Olfr1104
OR8K1	Olfr1046
OR9A4	Olfr460
OR9Q1	Olfr1500
OR9Q2	Olfr1497
ORAI1	Orai1
ORAI3	Orai3
ORAOV1	Oraov1
ORC1	Orc1
ORC2	Orc2
ORC3	Orc3
ORC4	Orc4
ORC5	Orc5
ORC6	Orc6
ORMDL1	Ormdl1
ORMDL2	Ormdl2
ORMDL3	Ormdl3
OS9	Os9
OSBP	Osbp
OSBP2	Osbp2
OSBPL10	Osbpl10
OSBPL11	Osbpl11
OSBPL1A	Osbpl1a
OSBPL2	Osbpl2
OSBPL3	Osbpl3
OSBPL5	Osbpl5
OSBPL6	Osbpl6
OSBPL7	Osbpl7
OSBPL8	Osbpl8
OSBPL9	Osbpl9
OSCAR	Oscar
OSCP1	Oscp1
OSGEP	Osgep
OSGEPL1	Osgepl1
OSGIN1	Osgin1
OSGIN2	Osgin2
OSM	Osm
OSMR	Osmr
OSR1	Osr1
OSR2	Osr2
OSTF1	Ostf1
OSTM1	Ostm1
OSTN	Ostn
OTC	Otc
OTOA	Otoa
OTOF	Otof
OTOG	Otog
OTOL1	Otol1
OTOP1	Otop1
OTOP2	Otop2
OTOP3	Otop3
OTOR	Otor
OTOS	Otos
OTP	Otp
OTUB1	Otub1
OTUB2	Otub2
OTUD1	Otud1
OTUD3	Otud3
OTUD5	Otud5
OTUD6A	Otud6a
OTUD6B	Otud6b
OTUD7A	Otud7a
OTUD7B	Otud7b
OTX1	Otx1
OTX2	Otx2
OVCA2	Ovca2
OVCH2	Ovch2
OVGP1	Ovgp1
OVOL1	Ovol1
OVOL2	Ovol2
OXA1L	Oxa1l
OXCT1	Oxct1
OXGR1	Oxgr1
OXNAD1	Oxnad1
OXR1	Oxr1
OXSM	Oxsm
OXSR1	Oxsr1
OXT	Oxt
OXTR	Oxtr
P2RX1	P2rx1
P2RX2	P2rx2
P2RX3	P2rx3
P2RX4	P2rx4
P2RX5	P2rx5
P2RX6	P2rx6
P2RX7	P2rx7
P2RY10	P2ry10
P2RY12	P2ry12
P2RY13	P2ry13
P2RY14	P2ry14
P2RY2	P2ry2
P2RY4	P2ry4
P2RY6	P2ry6
P4HA1	P4ha1
P4HA2	P4ha2
P4HA3	P4ha3
P4HB	P4hb
P4HTM	P4htm
PA2G4	Pa2g4
PABPC1	Pabpc1
PABPC1L	Pabpc1l
PABPC3	Pabpc6
PABPC4	Pabpc4
PABPC5	Pabpc5
PABPN1	Pabpn1
PABPN1L	Pabpn1l
PACRG	Pacrg
PACRGL	Pacrgl
PACS1	Pacs1
PACS2	Pacs2
PACSIN1	Pacsin1
PACSIN2	Pacsin2
PACSIN3	Pacsin3
PADI1	Padi1
PADI2	Padi2
PADI3	Padi3
PADI4	Padi4
PAF1	Paf1
PAFAH1B1	Pafah1b1
PAFAH1B2	Pafah1b2
PAFAH1B3	Pafah1b3
PAFAH2	Pafah2
PAG1	Pag1
PAH	Pah
PAICS	Paics
PAIP1	Paip1
PAIP2	Paip2
PAIP2B	Paip2b
PAK1	Pak1
PAK1IP1	Pak1ip1
PAK2	Pak2
PAK3	Pak3
PAK4	Pak4
PAK6	Pak6
PAK7	Pak7
PALB2	Palb2
PALM	Palm
PALM2	Palm2
PALM3	Palm3
PALMD	Palmd
PAM	Pam
PAM16	Pam16
PAMR1	Pamr1
PAN2	Pan2
PAN3	Pan3
PANK1	Pank1
PANK2	Pank2
PANK3	Pank3
PANK4	Pank4
PANX1	Panx1
PANX2	Panx2
PANX3	Panx3
PAOX	Paox
PAPD4	Papd4
PAPD5	Papd5
PAPD7	Papd7
PAPLN	Papln
PAPOLA	Papola
PAPOLB	Papolb
PAPOLG	Papolg
PAPPA	Pappa
PAPPA2	Pappa2
PAPSS1	Papss1
PAPSS2	Papss2
PAQR3	Paqr3
PAQR4	Paqr4
PAQR5	Paqr5
PAQR7	Paqr7
PAQR8	Paqr8
PAQR9	Paqr9
PARD3	Pard3
PARD3B	Pard3b
PARD6A	Pard6a
PARD6B	Pard6b
PARD6G	Pard6g
PARG	Parg
PARK2	Park2
PARK7	Park7
PARL	Parl
PARM1	Parm1
PARN	Parn
PARP1	Parp1
PARP10	Parp10
PARP11	Parp11
PARP12	Parp12
PARP16	Parp16
PARP2	Parp2
PARP3	Parp3
PARP4	Parp4
PARP6	Parp6
PARP8	Parp8
PARP9	Parp9
PARS2	Pars2
PARVA	Parva
PARVB	Parvb
PARVG	Parvg
PASK	Pask
PATE2	Pate2
PATE4	Pate4
PATL1	Patl1
PATL2	Patl2
PATZ1	Patz1
PAWR	Pawr
PAX1	Pax1
PAX2	Pax2
PAX3	Pax3
PAX4	Pax4
PAX5	Pax5
PAX6	Pax6
PAX7	Pax7
PAX8	Pax8
PAX9	Pax9
PAXIP1	Paxip1
PBK	Pbk
PBRM1	Pbrm1
PBX1	Pbx1
PBX2	Pbx2
PBX3	Pbx3
PBX4	Pbx4
PBXIP1	Pbxip1
PC	Pcx
PCBD1	Pcbd1
PCBD2	Pcbd2
PCBP1	Pcbp1
PCBP2	Pcbp2
PCBP3	Pcbp3
PCBP4	Pcbp4
PCCA	Pcca
PCCB	Pccb
PCDH1	Pcdh1
PCDH10	Pcdh10
PCDH12	Pcdh12
PCDH15	Pcdh15
PCDH17	Pcdh17
PCDH18	Pcdh18
PCDH19	Pcdh19
PCDH20	Pcdh20
PCDH7	Pcdh7
PCDH8	Pcdh8
PCDH9	Pcdh9
PCDHAC2	Pcdha1
PCDHB10	Pcdhb18
PCDHB15	Pcdhb22
PCDHB16	Pcdhb17
PCDHB2	Pcdhb2
PCDHB3	Pcdhb3
PCDHB6	Pcdhb13
PCDHB7	Pcdhb15
PCDHGC5	Pcdhga11
PCF11	Pcf11
PCGF1	Pcgf1
PCGF2	Pcgf2
PCGF3	Pcgf3
PCGF5	Pcgf5
PCGF6	Pcgf6
PCID2	Pcid2
PCIF1	Pcif1
PCK1	Pck1
PCK2	Pck2
PCLO	Pclo
PCM1	Pcm1
PCMT1	Pcmt1
PCMTD1	Pcmtd1
PCMTD2	Pcmtd2
PCNA	Pcna
PCNP	Pcnp
PCNT	Pcnt
PCNX	Pcnx
PCNXL2	Pcnxl2
PCNXL3	Pcnxl3
PCOLCE	Pcolce
PCOLCE2	Pcolce2
PCP2	Pcp2
PCP4	Pcp4
PCP4L1	Pcp4l1
PCSK1	Pcsk1
PCSK1N	Pcsk1n
PCSK2	Pcsk2
PCSK4	Pcsk4
PCSK5	Pcsk5
PCSK6	Pcsk6
PCSK7	Pcsk7
PCSK9	Pcsk9
PCTP	Pctp
PCYOX1	Pcyox1
PCYOX1L	Pcyox1l
PCYT1A	Pcyt1a
PCYT1B	Pcyt1b
PCYT2	Pcyt2
PDAP1	Pdap1
PDC	Pdc
PDCD1	Pdcd1
PDCD10	Pdcd10
PDCD11	Pdcd11
PDCD1LG2	Pdcd1lg2
PDCD2	Pdcd2
PDCD2L	Pdcd2l
PDCD4	Pdcd4
PDCD5	Pdcd5
PDCD6	Pdcd6
PDCD7	Pdcd7
PDCL	Pdcl
PDCL2	Pdcl2
PDCL3	Pdcl3
PDDC1	Pddc1
PDE10A	Pde10a
PDE11A	Pde11a
PDE12	Pde12
PDE1A	Pde1a
PDE1B	Pde1b
PDE1C	Pde1c
PDE2A	Pde2a
PDE3A	Pde3a
PDE3B	Pde3b
PDE4A	Pde4a
PDE4B	Pde4b
PDE4C	Pde4c
PDE4D	Pde4d
PDE4DIP	Pde4dip
PDE5A	Pde5a
PDE6A	Pde6a
PDE6B	Pde6b
PDE6C	Pde6c
PDE6D	Pde6d
PDE6G	Pde6g
PDE6H	Pde6h
PDE7A	Pde7a
PDE7B	Pde7b
PDE8A	Pde8a
PDE8B	Pde8b
PDE9A	Pde9a
PDGFA	Pdgfa
PDGFB	Pdgfb
PDGFC	Pdgfc
PDGFD	Pdgfd
PDGFRA	Pdgfra
PDGFRB	Pdgfrb
PDGFRL	Pdgfrl
PDHA1	Pdha1
PDHA2	Pdha2
PDHB	Pdhb
PDHX	Pdhx
PDIA2	Pdia2
PDIA3	Pdia3
PDIA4	Pdia4
PDIA5	Pdia5
PDIA6	Pdia6
PDIK1L	Pdik1l
PDILT	Pdilt
PDK1	Pdk1
PDK2	Pdk2
PDK3	Pdk3
PDK4	Pdk4
PDLIM1	Pdlim1
PDLIM2	Pdlim2
PDLIM3	Pdlim3
PDLIM4	Pdlim4
PDLIM5	Pdlim5
PDLIM7	Pdlim7
PDP1	Pdp1
PDP2	Pdp2
PDPN	Pdpn
PDRG1	Pdrg1
PDS5A	Pds5a
PDS5B	Pds5b
PDSS1	Pdss1
PDSS2	Pdss2
PDX1	Pdx1
PDXDC1	Pdxdc1
PDXK	Pdxk
PDXP	Pdxp
PDYN	Pdyn
PDZD11	Pdzd11
PDZD2	Pdzd2
PDZD3	Pdzd3
PDZD4	Pdzd4
PDZD7	Pdzd7
PDZD8	Pdzd8
PDZD9	Pdzd9
PDZK1	Pdzk1
PDZK1IP1	Pdzk1ip1
PDZRN3	Pdzrn3
PDZRN4	Pdzrn4
PEA15	Pea15a
PEAR1	Pear1
PEBP1	Pbp2
PEBP4	Pebp4
PECR	Pecr
PEF1	Pef1
PELI1	Peli1
PELI2	Peli2
PELI3	Peli3
PELO	Pelo
PELP1	Pelp1
PEMT	Pemt
PENK	Penk
PEPD	Pepd
PER1	Per1
PER2	Per2
PER3	Per3
PERP	Perp
PES1	Pes1
PEX1	Pex1
PEX10	Pex10
PEX11A	Pex11a
PEX11B	Pex11b
PEX11G	Pex11c
PEX12	Pex12
PEX13	Pex13
PEX14	Pex14
PEX16	Pex16
PEX19	Pex19
PEX2	Pxmp3
PEX26	Pex26
PEX3	Pex3
PEX5	Pex5
PEX5L	Pex5l
PEX6	Pex6
PEX7	Pex7
PFAS	Pfas
PFDN1	Pfdn1
PFDN2	Pfdn2
PFDN4	Pfdn4
PFDN5	Pfdn5
PFDN6	H2-Ke2
PFKFB1	Pfkfb1
PFKFB2	Pfkfb2
PFKFB3	Pfkfb3
PFKFB4	Pfkfb4
PFKL	Pfkl
PFKM	Pfkm
PFKP	Pfkp
PFN2	Pfn2
PFN4	Pfn4
PGAM2	Pgam2
PGAM5	Pgam5
PGAP1	Pgap1
PGAP2	Pgap2
PGAP3	Pgap3
PGBD5	Pgbd5
PGC	Pgc
PGD	Pgd
PGF	Pgf
PGGT1B	Pggt1b
PGK1	Pgk1
PGK2	Pgk2
PGLS	Pgls
PGLYRP1	Pglyrp1
PGLYRP2	Pglyrp2
PGLYRP3	Pglyrp3
PGLYRP4	Pglyrp4
PGM1	Pgm2
PGM2	Pgm1
PGM2L1	Pgm2l1
PGM3	Pgm3
PGM5	Pgm5
PGP	Pgp
PGPEP1	Pgpep1
PGPEP1L	Pgpep1l
PGR	Pgr
PGRMC1	Pgrmc1
PGRMC2	Pgrmc2
PGS1	Pgs1
PHACTR2	Phactr2
PHACTR3	Phactr3
PHACTR4	Phactr4
PHAX	Phax
PHB2	Phb2
PHC2	Phc2
PHC3	Phc3
PHEX	Phex
PHF1	Phf1
PHF10	Phf10
PHF12	Phf12
PHF13	Phf13
PHF14	Phf14
PHF15	Phf15
PHF16	Phf16
PHF17	Phf17
PHF19	Phf19
PHF2	Phf2
PHF20	Phf20
PHF20L1	Phf20l1
PHF21A	Phf21a
PHF21B	Phf21b
PHF23	Phf23
PHF3	Phf3
PHF5A	Phf5a
PHF6	Phf6
PHF7	Phf7
PHF8	4921501E09Rik
PHIP	Phip
PHKA1	Phka1
PHKA2	Phka2
PHKB	Phkb
PHKG1	Phkg1
PHKG2	Phkg2
PHLDA1	Phlda1
PHLDA2	Phlda2
PHLDA3	Phlda3
PHLDB1	Phldb1
PHLDB2	Phldb2
PHLDB3	Phldb3
PHLPP1	Phlpp1
PHLPP2	Phlpp2
PHOSPHO1	Phospho1
PHOSPHO2	Phospho2
PHOX2A	Phox2a
PHOX2B	Phox2b
PHPT1	Phpt1
PHRF1	Phrf1
PHTF1	Phtf1
PHTF2	Phtf2
PHYH	Phyh
PHYHD1	Phyhd1
PHYHIP	Phyhip
PHYHIPL	Phyhipl
PI15	Pi15
PI16	Pi16
PI4K2B	Pi4k2b
PI4KA	Pi4ka
PI4KB	Pi4kb
PIAS1	Pias1
PIAS2	Pias2
PIAS3	Pias3
PIAS4	Pias4
PIBF1	Pibf1
PICALM	Picalm
PICK1	Pick1
PID1	Pid1
PIF1	Pif1
PIGA	Piga
PIGB	Pigb
PIGC	Pigc
PIGF	Pigf
PIGG	Pigg
PIGH	Pigh
PIGK	Pigk
PIGL	Pigl
PIGM	Pigm
PIGN	Pign
PIGO	Pigo
PIGP	Pigp
PIGQ	Pigq
PIGR	Pigr
PIGS	Pigs
PIGT	Pigt
PIGU	Pigu
PIGV	Pigv
PIGW	Pigw
PIGX	Pigx
PIGY	Pigy
PIGZ	Pigz
PIH1D1	Pih1d1
PIH1D2	Pih1d2
PIK3AP1	Pik3ap1
PIK3C2A	Pik3c2a
PIK3C2B	Pik3c2b
PIK3C2G	Pik3c2g
PIK3C3	Pik3c3
PIK3CA	Pik3ca
PIK3CB	Pik3cb
PIK3CD	Pik3cd
PIK3CG	Pik3cg
PIK3IP1	Pik3ip1
PIK3R1	Pik3r1
PIK3R2	Pik3r2
PIK3R3	Pik3r3
PIK3R4	Pik3r4
PIKFYVE	Pikfyve
PIM1	Pim1
PIM2	Pim2
PIM3	Pim3
PIN1	Pin1
PIN4	Pin4
PINK1	Pink1
PIP4K2A	Pip4k2a
PIP4K2B	Pip4k2b
PIP4K2C	Pip4k2c
PIP5K1A	Pip5k1a
PIP5K1B	Pip5k1b
PIP5K1C	Pip5k1c
PIP5KL1	Pip5kl1
PIPOX	Pipox
PIR	Pir
PIRT	Pirt
PISD	Pisd
PITPNA	Pitpna
PITPNB	Pitpnb
PITPNC1	Pitpnc1
PITPNM1	Pitpnm1
PITPNM2	Pitpnm2
PITPNM3	Pitpnm3
PITRM1	Pitrm1
PITX1	Pitx1
PITX2	Pitx2
PIWIL1	Piwil1
PIWIL2	Piwil2
PIWIL4	Piwil4
PJA1	Pja1
PJA2	Pja2
PKD1	Pkd1
PKD1L1	Pkd1l1
PKD1L2	Pkd1l3
PKD2	Pkd2
PKD2L1	Pkd2l1
PKD2L2	Pkd2l2
PKDCC	Pkdcc
PKDREJ	Pkdrej
PKHD1	Pkhd1
PKHD1L1	Pkhd1l1
PKIA	Pkia
PKIB	Pkib
PKIG	Pkig
PKLR	Pklr
PKMYT1	Pkmyt1
PKN1	Pkn1
PKN2	Pkn2
PKN3	Pkn3
PKNOX1	Pknox1
PKNOX2	Pknox2
PKP1	Pkp1
PKP2	Pkp2
PKP3	Pkp3
PKP4	Pkp4
PLA1A	Pla1a
PLA2G10	Pla2g10
PLA2G12A	Pla2g12a
PLA2G12B	Pla2g12b
PLA2G15	Pla2g15
PLA2G1B	Pla2g1b
PLA2G2C	Pla2g2c
PLA2G2D	Pla2g2d
PLA2G2E	Pla2g2e
PLA2G2F	Pla2g2f
PLA2G3	Pla2g3
PLA2G4A	Pla2g4a
PLA2G4C	Pla2g4c
PLA2G4D	Pla2g4d
PLA2G4E	Pla2g4e
PLA2G4F	Pla2g4f
PLA2G5	Pla2g5
PLA2G6	Pla2g6
PLA2G7	Pla2g7
PLA2R1	Pla2r1
PLAA	Plaa
PLAC1	Plac1
PLAC1L	Plac1l
PLAC8	Plac8
PLAC8L1	Plac8l1
PLAG1	Plag1
PLAGL1	Plagl1
PLAGL2	Plagl2
PLAT	Plat
PLAU	Plau
PLAUR	Plaur
PLB1	Plb1
PLBD1	Plbd1
PLBD2	Plbd2
PLCB1	Plcb1
PLCB2	Plcb2
PLCB3	Plcb3
PLCB4	Plcb4
PLCD1	Plcd1
PLCD3	Plcd3
PLCD4	Plcd4
PLCE1	Plce1
PLCG1	Plcg1
PLCG2	Plcg2
PLCH1	Plch1
PLCH2	Plch2
PLCL1	Plcl1
PLCL2	Plcl2
PLCXD1	Plcxd1
PLCXD2	Plcxd2
PLCXD3	Plcxd3
PLCZ1	Plcz1
PLD1	Pld1
PLD2	Pld2
PLD3	Pld3
PLD4	Pld4
PLD5	Pld5
PLD6	Pld6
PLEC	Plec
PLEK	Plek
PLEK2	Plek2
PLEKHA1	Plekha1
PLEKHA2	Plekha2
PLEKHA4	Plekha4
PLEKHA5	Plekha5
PLEKHA6	Plekha6
PLEKHA7	Plekha7
PLEKHB1	Plekhb1
PLEKHB2	Plekhb2
PLEKHF2	Plekhf2
PLEKHG1	Plekhg1
PLEKHG2	Plekhg2
PLEKHG3	Plekhg3
PLEKHG4	Plekhg4
PLEKHG5	Plekhg5
PLEKHG6	Plekhg6
PLEKHH1	Plekhh1
PLEKHH2	Plekhh2
PLEKHH3	Plekhh3
PLEKHJ1	Plekhj1
PLEKHM2	Plekhm2
PLEKHM3	Plekhm3
PLEKHN1	Plekhn1
PLEKHO1	Plekho1
PLG	Plg
PLIN1	Plin1
PLIN2	Plin2
PLIN3	Plin3
PLIN4	Plin4
PLIN5	Plin5
PLK1	Plk1
PLK2	Plk2
PLK3	Plk3
PLK4	Plk4
PLLP	Pllp
PLN	Pln
PLOD1	Plod1
PLOD2	Plod2
PLOD3	Plod3
PLP1	Plp1
PLRG1	Plrg1
PLS1	Pls1
PLS3	Pls3
PLSCR3	Plscr3
PLSCR4	Plscr4
PLSCR5	1700057G04Rik
PLTP	Pltp
PLVAP	Plvap
PLXDC1	Plxdc1
PLXDC2	Plxdc2
PLXNA1	Plxna1
PLXNA2	Plxna2
PLXNA3	Plxna3
PLXNA4	Plxna4
PLXNB1	Plxnb1
PLXNB2	Plxnb2
PLXNB3	Plxnb3
PLXNC1	Plxnc1
PLXND1	Plxnd1
PM20D1	Pm20d1
PM20D2	Pm20d2
PMCH	Pmch
PMEPA1	Pmepa1
